number;ProjectID;RequirementText;class;NFR;F;A;FT;L;LF;MN;O;PE;PO;SC;SE;US
2086;npac.doc_2086;NPAC SMS shall reject a request to delete a Block by a Service Provider via the NPAC SMS to Local SMS Interface, and will return an error message to the LSMS. (Previously B-412);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2087;npac.doc_2087;NPAC SMS shall not allow Service Provider Personnel to request a delete of a Block in the NPAC SMS via the NPAC SOA Low-tech Interface. (Previously B-415);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2088;npac.doc_2088;NPAC SMS shall, upon processing a valid request to delete an NPA-NXX-X, update the status of the Block at the start of the broadcast to the Local SMSs, from an active status to a sending status. (Previously B-430);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2089;npac.doc_2089;NPAC SMS shall, upon setting the Block’s status to sending, broadcast a delete of a Block, to EDR LSMSs, via the NPAC SMS to Local SMS Interface. (Previously B-440);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2090;npac.doc_2090;NPAC SMS shall update the Disconnect Complete Timestamp of the Block upon completion of the broadcast, and the FIRST successful response, for either an EDR or non-EDR Local SMS. (Previously B-445);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2091;npac.doc_2091;NPAC SMS shall update the status of the Block upon completion of the Deletion broadcast, and a response from ALL EDR and non-EDR Local SMSs, or retries are exhausted, as defined in RR3-137.1 and RR3-137.4. (Previously B-450);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2092;npac.doc_2092;NPAC SMS shall update the Block Failed SP List upon completion of the broadcast, and a response from ALL EDR and non-EDR Local SMSs, or retries are exhausted, as defined in RR3-138.1, and RR3-138.2. (Previously B-480);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2093;npac.doc_2093;NPAC SMS shall create an old Block with a new version id for a disconnected Block when the NPA-NXX-X Holder Information de-pool request is received. (Previously B-482);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2094;npac.doc_2094;NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Block with a new version id for a disconnected Block when the NPA-NXX-X Holder Information de-pool request is received. (Previously B-484);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2095;npac.doc_2095;NPAC SMS shall allow NPAC Personnel to query the block holder information for all data as listed in the Block Holder Information Data Model, for a 1K Block as stored in the NPAC SMS. (Previously B-555);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2096;npac.doc_2096;NPAC SMS shall allow a Service Provider SOA via the SOA to NPAC SMS Interface, Service Provider Local SMS via the NPAC SMS to Local SMS Interface, or Service Provider via the NPAC SOA Low-tech Interface, to query Block Holder Information, regardless of the value in the requesting Service Provider’s EDR Indicator. (Previously B-556);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2097;npac.doc_2097;NPAC SMS shall return, to the NPAC Personnel or requesting Service Provider, all Block data that match the query selection criteria. (Previously B-557);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2098;npac.doc_2098;The NPAC SMS shall use the default routing restoration information in the Number Pooling Block Holder Information as the block holder default routing, when a ported pooled number is disconnected or port to original port is activated, and returns the TN(s) to the block, once the Block exists, except for Old with or without a Failed SP List. (Previously B-570);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2099;npac.doc_2099;The NPAC SMS shall send a notification to the Code Holder, and suppress the notification to the Block Holder, when a ported pooled number is disconnected, for TN(s) in the block, when the Block is being de-pooled, and the most recent block contains a status of Old, with a Failed SP List. (Previously B-571);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2100;npac.doc_2100;NPAC SMS shall apply NPA-NXX Filters to Block re-sends to the Local SMS(s). (Previously B-574);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2101;npac.doc_2101;NPAC SMS shall allow NPAC Personnel to re-send Block Information, one Block at a time, via the NPAC Administrative Interface. (B-575.1);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2102;npac.doc_2102;NPAC SMS shall allow NPAC Personnel to re-send Block Information, to a single Service Provider or all Service Providers in the Block Failed SP List, via the NPAC Administrative Interface. (Previously B-575.2);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2103;npac.doc_2103;NPAC SMS shall use the value in the Service Provider's EDR Indicator to determine the type of data to re-send to the Service Provider, when a re-send request is initiated. (Previously B-576);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2104;npac.doc_2104;NPAC SMS shall re-send Block Information to an EDR Local SMS, by re-sending the previously failed Block Object, via the NPAC SMS to Local SMS Interface. (Previously B-577);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2105;npac.doc_2105;NPAC SMS shall re-send Block Information to a non-EDR Local SMS, by re-sending the previously failed Subscription Version(s), via the NPAC SMS to Local SMS Interface. (Previously B-578);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2106;npac.doc_2106;NPAC SMS shall update the status of the failed Block, specified in the re-send request, at the start of the re-send to the Local SMSs, from a failed status to a sending status. (Previously B-580);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2107;npac.doc_2107;NPAC SMS shall update the status of the partial failure Block, specified in the re-send request, at the start of the re-send to the Local SMSs, from a partial failure status to a sending status. (Previously B-590);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2108;npac.doc_2108;NPAC SMS shall update the status of the active Block, with a Failed SP List, specified in the re-send request, at the start of the re-send to the Local SMSs, from an active status to a sending status. (Previously B-600);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2109;npac.doc_2109;NPAC SMS shall update the status of the old Block, with a Failed SP List, specified in the re-send request, at the start of the re-send to the Local SMSs, from an old status to a sending status. (Previously B-610);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2110;npac.doc_2110;NPAC SMS shall, upon setting the Block’s status to sending, broadcast a re-send of a Block, to EDR LSMSs, via the NPAC SMS to Local SMS Interface. (Previously B-620);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2111;npac.doc_2111;NPAC SMS shall update the Block Failed SP List of the Block and the Subscription Version Failed SP List of each Subscription Version with LNP Type of POOL, by removing the previously failed Local SMS, upon a successful re-send to a previously failed Local SMS. (Previously B-630);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2112;npac.doc_2112;NPAC SMS shall update the status of the Block, specified in the re-send request for a Block Creation, Modification, or Deletion, at the completion of the re-send to the Local SMS, and a response from the Local SMS or if retries have been exhausted, from a sending status, as defined in RR3-137.1, RR3-137.2, RR3-137.3, and RR3-137.4. (Previously B-635);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2113;npac.doc_2113;NPAC SMS shall update the Block Failed SP List, specified in the re-send request for a Block Creation, Modification, or Deletion, at the completion of the re-send to the Local SMS, and a response from the Local SMS or if retries have been exhausted, as defined in RR3-138.1, and RR3-138.2. (Previously B-636);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2114;npac.doc_2114;NPAC SMS shall allow NPAC personnel to request a bulk data download file for Block data via the NPAC Administrative Interface. (Previously B-640);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2115;npac.doc_2115;NPAC SMS shall include the Requesting Service Provider, Active and Partial Failure Blocks Only or Latest View of Block Activity Choice, Time Range in Central Time (daylight/standard), and Block Range as Selection Criteria fields for the Block bulk data download file via the NPAC Administrative Interface. (Previously B-650);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2116;npac.doc_2116;NPAC SMS shall allow NPAC Personnel to select either Active and Partial Failure Blocks Only or Latest View of Block Activity, and shall use the selected choice, for Block data. (Previously B-652.1);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2117;npac.doc_2117;NPAC SMS shall use the Active and Partial Failure Blocks Only selection to only include Blocks with a status of either Active or Partial Failure in the Block Bulk Data Download file. (Previously B-652.2);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2118;npac.doc_2118;NPAC SMS shall use the Latest View of Block Activity selection to include all Blocks, regardless of status, in order to capture activation, modification, and deletion transactions for Block data, but only include the latest instance of the Block in the Block Bulk Data Download file, for a given NPA-NXX-X, when a Block has more than one activity (e.g., addition, then modification) within the specified time range. (Previously B-652.3);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2119;npac.doc_2119;NPAC SMS shall use the Start Time Range entry field as an inclusive start range in GMT, and the End Time Range entry field as an inclusive ending range in GMT, for Block data that were broadcast during the specified Time Range. (Previously B-654.1);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2120;npac.doc_2120;NPAC SMS shall use the Start and End Time Range entry fields to include Block data, based on the Activation Broadcast Timestamp, Modify Broadcast Timestamp, and Disconnect Broadcast Timestamp, in the NPAC’s Block Data Model, when generating the file for the Latest View of Block Activity selection. (Previously B-654.2);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2121;npac.doc_2121;NPAC SMS shall use the first Block Range entry field as an inclusive start range, and the second Block Range entry field as an inclusive ending range, for Block data. (Previously B-655);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2122;npac.doc_2122;NPAC SMS shall edit the selection criteria combination as shown in the table below: (Previously B-657);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2123;npac.doc_2123;NPAC SMS shall provide a bulk data download file, based on the selection criteria, that contains all Blocks in the NPAC SMS, regardless of the value in the Service Provider’s EDR Indicator. (Previously B-660);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2124;npac.doc_2124;NPAC SMS shall sort the Block Bulk Data Download file, in ascending order based on the value in the NPA-NXX-X attribute. (Previously B-662);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2125;npac.doc_2125;NPAC SMS shall apply NPA-NXX Filters to Blocks in the creation of bulk data download files. (Previously B-670);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2126;npac.doc_2126;NPAC SMS shall automatically put the bulk data download file into the FTP sub-directory of the Service Provider, based on SPID, that requested the creation of the bulk data download file. (Previously B-680);F;0;1;0;0;0;0;0;0;0;0;0;0;0
2127;npac.doc_2127;The NPAC SMS shall allow NPAC Personnel to add a Service Provider.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2128;npac.doc_2128;NPAC SMS shall allow modification of Service Provider data via the NPAC SMS to Local SMS interface or the SOA to NPAC SMS interface. Service Providers can only modify their own data.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2129;npac.doc_2129;NPAC SMS shall allow NPAC personnel to delete a Service Provider.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2130;npac.doc_2130;NPAC SMS shall allow NPAC personnel to view Service Provider data.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2131;npac.doc_2131;NPAC SMS shall allow NPAC personnel to view a list of Subscription Versions associated with the Service Provider.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2132;npac.doc_2132;NPAC SMS shall allow authorized Service Provider personnel to view their own Service Provider data via the SOA to NPAC SMS interface, the NPAC SMS to Local SMS interface, and the NPAC SOA Low-tech Interface.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2133;npac.doc_2133;NPAC SMS shall allow authorized Service Provider personnel to modify their own Service Provider data.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
2134;npac.doc_2134;NPAC SMS shall broadcast all additions, modifications, and deletions of NPAC Customer names via the NPAC SMS to Local SMS interface and/or SOA to NPAC SMS interface.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2135;npac.doc_2135;This section describes NPAC SMS functionality required to support the NPAC personnel requests described in the above section. The following specifies user requests and lists the NPAC SMS functionality needed to support those requests.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2136;npac.doc_2136;NPAC personnel can request that Service Provider data be created in the NPAC SMS. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2137;npac.doc_2137;The functionality described below enables a new instance of Service Provider data for a Service Provider to be created, provided that no other Service Provider data exists for the Service Provider.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2138;npac.doc_2138;NPAC SMS shall require the following to be entered to identify the Service Provider, when NPAC personnel are creating a new Service Provider: Service Provider ID ‑ the alphanumeric identifier of the Service Provider. This ID must be unique.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2139;npac.doc_2139;NPAC SMS shall check to see if there is an existing Service Provider with the same Service Provider ID.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2140;npac.doc_2140;NPAC SMS shall inform the user that the Service Provider data already exists for the Service Provider, if it does exist, and that the new Service Provider data cannot be created.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2141;npac.doc_2141;NPAC SMS shall require the following data if there is no existing Service Provider data:;F;0;1;0;0;0;0;0;0;0;0;0;0;0
2142;npac.doc_2142;"Service Provider name, address, phone number, and contact organization, NPAC customer type, Service Provider allowable functions, Service Provider Network Address of NPAC SMS to Local SMS interface, Service Provider Network Address of SOA to NPAC SMS interface, Service Provider Security Contact. Contact data is security data when Contact Type is “SE"",  Service Provider Repair contact name and phone number. The default Service Provider Repair Contact and phone number shall be the same as the Service Provider contact and phone number, if the Service Provider Repair Contact information is left blank, Service Provider billing name, address, phone number, and billing contact for NPAC SMS billing. The default for the Service Provider Billing data shall be the same as the Service Provider data, if the Service Provider Billing information is left blank, Service Provider Download Indicator, Service Provider Maximum Query, NPAC New Functionality Support, Port In Timer Type, Port Out Timer Type, Business Hour/Days, NPAC Customer SOA NPA-NXX-X Indicator,  NPAC Customer LSMS NPA-NXX-X Indicator,  LSMS EDR Indicator.";NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
